液压系统,"
液压系统的作用为通过改变压强增大作用力。一个完整的液压系统由五个部分组成，即动力元件、执行元件、控制元件、辅助元件（附件）和液压油。液压系统可分为两类：液压传动系统和液压控制系统。液压传动系统以传递动力和运动为主要功能。液压控制系统则要使液压系统输出满足特定的性能要求（特别是动态性能）
[1] 
，通常所说的液压系统主要指液压传动系统。
",https://baike.baidu.com/item/%E6%B6%B2%E5%8E%8B%E7%B3%BB%E7%BB%9F
液压缸,"
《液压缸》是2001年合肥工业大学出版社出版的图书，作者臧克江。
",https://baike.baidu.com/item/%E6%B6%B2%E5%8E%8B%E7%BC%B8
液压柱塞泵,"
液压活塞泵或固体泵，由液压动力包驱动液压油缸，液压油缸推进输送缸，将输送缸内的物料输出至管道。一般分为单柱塞和双柱塞，典型的代表有德国普茨迈斯特公司的4种固体泵，分别是：EKO单柱塞泵、KOS、KOV、HSP三种双柱塞泵。该泵属于容积泵，特别适用于高含固率，粘稠物料的长距离管道输送，其优点是运行非常稳定、可靠，但噪音较大，输送压力可高达130Bar，排量可达0.5~500立方/小时。广泛应用在污水处理，固体废物处理，矿山冶金，清淤，疏浚，石油化工，电厂，水泥工业等领域。
",https://baike.baidu.com/item/%E6%B6%B2%E5%8E%8B%E6%9F%B1%E5%A1%9E%E6%B3%B5
技术服务,"
技术服务是技术市场的主要经营方式和范围。是指拥有技术的一方为另一方解决某一特定技术问题所提供的各种服务。如进行非常规性的计算、设计、测量、分析、安装、调试，以及提供技术信息、改进工艺流程、进行技术诊断、检验检测等服务。
",https://baike.baidu.com/item/%E6%8A%80%E6%9C%AF%E6%9C%8D%E5%8A%A1
备品备件,"
备品备件是一个通用词，所有与设备有关的零件都可以用做备品备件。按词面来说就是备用的物品和备用的零件。其实无论在维修还是制造，还是在各个领域，都需要提前准备一些物品和零配件，这些提前准备并会在不久的将来使用上的物品和零配件在文字上就定为备品备件。比如办公室准备以后用的笔和纸，就可以叫备品。修理汽车要用的零件提前准备好就可以叫备件。
",https://baike.baidu.com/item/%E5%A4%87%E5%93%81%E5%A4%87%E4%BB%B6
液压元件,"
一个完整的液压系统由五个部分组成，即动力元件、执行元件、控制元件、辅助元件和液压介质。
",https://baike.baidu.com/item/%E6%B6%B2%E5%8E%8B%E5%85%83%E4%BB%B6
建安,"
建安，是东汉末年汉献帝的年号，使用时间从公元196年1月至公元220年3月。这个时期的东汉朝廷的政治大权主要由曹操所掌握。这一时期文学领袖很多都是曹家人物，文学方面，在曹操父子的推动下形成了以曹氏父子（曹操、曹丕、曹植）为代表的建安文学。三祖陈王：魏武帝曹操，魏文帝曹丕，魏明帝曹叡，陈思王曹植。建安是在汉末历史中最精彩的一个时期，一些著名战役都发生于在这一时期，如官渡之战、赤壁之战、渭南之战等。
",https://baike.baidu.com/item/%E5%BB%BA%E5%AE%89
复合材料,"
《复合材料》是2007年9月重庆大学出版社出版的图书，作者是冯小明、张崇才。
",https://baike.baidu.com/item/%E5%A4%8D%E5%90%88%E6%9D%90%E6%96%99
无纬布,"
无纬布，是采用超高强·高模聚乙烯纤维为基材，经先进高科技设备均匀铺丝，用高强弹性体树脂浸渍涂胶和薄膜粘合，再经0°/90&ordm双正交复合层压而成的强度最高、比重最轻的防弹材料。
",https://baike.baidu.com/item/%E6%97%A0%E7%BA%AC%E5%B8%83
其他,"
其他：别的，其余，不分人与物。语出《国语·晋语四》：“民生安乐，谁知其他？”古汉语流行通假，形近和音同的字常通假，他、佗、它同音或形近，亦可写作“其它”。
",https://baike.baidu.com/item/%E5%85%B6%E4%BB%96
房屋租赁,"
由房屋的所有者或经营者将其所有或经营的房屋交给房屋的消费者使用，房屋消费者通过定期交付一定数额的租金，取得房屋的占有和使用权利的行为。房屋租赁是房屋使用价值零星出售的一种商品流通方式。房屋租赁是指出租人（一般为房屋所有权人）将房屋出租给承租人使用，由承租人向出租人支付租金的行为。房屋租赁期限超过六个月双方当事人必须签订书面合同。房屋租赁合同中应包括以下方面的主要条款：出租房屋的范围、面积；房屋租赁的期限、用途；租金的数额及交付时间；房屋修缮的责任、转租以及违约责任等等。在此基础上，双方当事人应持房屋租赁合同到房屋所在地的房地产管理部门办理备案登记，领取《房屋租赁证》。
",https://baike.baidu.com/item/%E6%88%BF%E5%B1%8B%E7%A7%9F%E8%B5%81
醴陵釉下五彩瓷器,"
醴陵釉下五彩瓷是指先在半成品坯上彩绘图案之后，再施釉进入高温窑焙烧而成的。烧成后的图案被一层透明的釉膜覆盖在下边，显得晶莹透亮。在最初的时期，醴陵窑瓷器使用单一的氧化钴作彩饰原料，烧成了釉下青花瓷。湖南瓷业制造公司和瓷业学堂陶画班，经过反复研制，采用自制的草青、海碧、艳黑、赭色和玛瑙红等多种釉下颜料，运用国画双勾分水填色和“三烧制”法，生产出令人耳目一新的釉下五彩瓷器。醴陵釉下五彩瓷器的瓷质极为细腻，图案画工精美，五彩缤纷，在釉层的覆盖下显得栩栩如生，具有较高的艺术价值和使用价值。
",https://baike.baidu.com/item/%E9%87%89%E4%B8%8B%E4%BA%94%E5%BD%A9%E7%93%B7
电瓷,"
电工陶瓷简称电瓷。是指一种瓷质的电绝缘材料，具有良好的绝缘性和机械强度，如绝缘子。电瓷是应用于电力系统中主要起支持和绝缘作用的部件，有时兼做其它电气部件的容器。因此，对其机械性能、电气性能、耐环境性能（冷热、抗污秽、老化等）有较高的要求。
",https://baike.baidu.com/item/%E7%94%B5%E7%93%B7
新型陶瓷材料,"
新型陶瓷材料在性能上有其独特的优越性。在热和机械性能方面，有耐高温、隔热、高硬度、耐磨耗等；在电性能方面有绝缘性、压电性、半导体性、磁性等；在化学方面有催化、耐腐蚀、吸附等功能；在生物方面，具有一定生物相容性能，可作为生物结构材料等。但也有它的缺点，如脆性。因此研究开发新型功能陶瓷是材料科学中的一个重要领域。
",https://baike.baidu.com/item/%E9%99%B6%E7%93%B7%E6%96%B0%E6%9D%90%E6%96%99
商品销售,"
商品销售是指经营企业通过各种经营活动实现商品由实物形式收购、储存、运输过程后的最终环节。
[1] 
商品销售是指商品生产企业通过货币结算出售所经营的商品，转移所有权并取得销售收入的交易行为。对于商品销售的核算，同样由于企业所采用的核算方法不同，其账务处理也有所不同。
",https://baike.baidu.com/item/%E9%94%80%E5%94%AE%E5%95%86%E5%93%81
应用服务提供商,"
应用服务提供商ASP（应用服务提供商）是向企业用户提供因特网（Internet）应用服务的服务机构。用户可以把自己所需要的因特网应用服务交给ASP 组织，称为“托管”，用户只需要具有网络终端和与网络连接的线路，就可以从ASP那里得到自己所需的因特网应用的服务。ASP拥有自己的网络资源、资金和网络技术专业人才，用户只要提出自己需要的业务模式和数据源。ASP就能为该企业用户开发适合其需要的应用系统。
[1] 

",https://baike.baidu.com/item/%E6%8F%90%E4%BE%9B%E6%9C%8D%E5%8A%A1
平衡项目,"
国际收支经常帐户差额与资本帐户差额不能相抵时使借贷双方总计得以达到平衡的项目。 国际收支平衡表的借贷总计应当相等。国际收支经常帐户的借方差额与资本帐户的贷方差额可以互相抵补。如果经过抵补后仍有差额，则必须通过平衡项目，方能使国际收支的借贷双方总计相等。 当一国的经常帐户逆差经过资本项目抵补后还有差额时，通常可以动用特别提款权和在国际货币基金组织的储备头寸,或向外国中央银行以官方身份融通资金,最后才动用本国官方储备以平衡国际收支。
",https://baike.baidu.com/item/%E5%B9%B3%E8%A1%A1%E9%A1%B9%E7%9B%AE
醴陵釉下五彩瓷器,"
醴陵釉下五彩瓷是指先在半成品坯上彩绘图案之后，再施釉进入高温窑焙烧而成的。烧成后的图案被一层透明的釉膜覆盖在下边，显得晶莹透亮。在最初的时期，醴陵窑瓷器使用单一的氧化钴作彩饰原料，烧成了釉下青花瓷。湖南瓷业制造公司和瓷业学堂陶画班，经过反复研制，采用自制的草青、海碧、艳黑、赭色和玛瑙红等多种釉下颜料，运用国画双勾分水填色和“三烧制”法，生产出令人耳目一新的釉下五彩瓷器。醴陵釉下五彩瓷器的瓷质极为细腻，图案画工精美，五彩缤纷，在釉层的覆盖下显得栩栩如生，具有较高的艺术价值和使用价值。
",https://baike.baidu.com/item/%E9%87%89%E4%B8%8B%E4%BA%94%E5%BD%A9
制造业,"
制造业（Manufacturing industry）是指机械工业时代利用某种资源（物料、能源、设备、工具、资金、技术、信息和人力等），按照市场要求，通过制造过程，转化为可供人们使用和利用的大型工具、工业品与生活消费产品的行业。制造业直接体现了一个国家的生产力水平，是区别发展中国家和发达国家的重要因素，制造业在发达国家的国民经济中占有重要份额。根据在生产中使用的物质形态，制造业可划分为离散制造业和流程制造业。制造业流程包括产品制造、设计、原料采购、设备组装、仓储运输、订单处理、批发经营、零售等。
",https://baike.baidu.com/item/%E5%88%B6%E9%80%A0%E4%B8%9A
平板电脑,"
平板电脑也叫便携式电脑（Tablet Personal Computer，Tablet PC），是一种小型、方便携带的个人电脑，以触摸屏作为基本的输入设备。它拥有的触摸屏（也称为数位板技术）允许用户通过触控笔或数字笔来进行作业而不是传统的键盘或鼠标。用户可以通过内建的手写识别、屏幕上的软键盘、语音识别或者一个真正的键盘（如果该机型配备的话）实现输入。
",https://baike.baidu.com/item/%E5%B9%B3%E6%9D%BF%E7%94%B5%E8%84%91
载具,"
载具[zài jù]是一种易耗品，主要用于工厂里代替人工来完成某些机械动作的工具。
",https://baike.baidu.com/item/%E8%BD%BD%E5%85%B7
刀具,"
刀具是机械制造中用于切削加工的工具，又称切削工具。 绝大多数的刀具是机用的，但也有手用的。由于机械制造中使用的刀具基本上都用于切削金属材料，所以“刀具”一词一般就理解为金属切削刀具。切削木材用的刀具则称为木工刀具。还有特别应用的一类刀具，用于地质勘探、打井、矿山钻探，称为矿山刀具。
",https://baike.baidu.com/item/%E5%88%80%E5%85%B7
安防行业,"
安防行业，是随着现代社会安全需求应运而生的产业。因素是社会只要还有犯罪和不安定因素存在，安防行业就会存在并发展。
",https://baike.baidu.com/item/%E5%AE%89%E9%98%B2%E8%A1%8C%E4%B8%9A
道闸,"
道闸又称挡车器，是专门用于道路上限制机动车行驶的通道出入口管理设备 ，现广泛应用于公路收费站、停车场系统管理车辆通道，用于管理车辆的出入。电动道闸可单独通过无线遥控实现起落杆，也可以通过停车场管理系统（即IC刷卡管理系统）实行自动管理状态，入场取卡放行车辆，出场时，收取停车费后自动放行车辆。
",https://baike.baidu.com/item/%E9%81%93%E9%97%B8
开门机,"
开门机是由电机、变速机构、离合装置组成的一种驱动器，属机电产品。通常用于实现各种门体的电动开启、关闭。
",https://baike.baidu.com/item/%E5%BC%80%E9%97%A8%E6%9C%BA
升降柱,"
升降柱，又称升降地柱，升降路桩，防冲撞路桩，液压升降柱，隔离桩等。升降柱广泛用于城市交通、军队及国家重要机关大门及周边、步行街、高速公路收费站、机场、学校、银行、大型会所、停车场等许多场合。通过对过往车辆的限制，有效地保障了交通秩序及主要设施和场所的安全。
",https://baike.baidu.com/item/%E5%8D%87%E9%99%8D%E5%9C%B0%E6%9F%B1
智能停车系统,"
智能停车系统采用的是远距离识别系统的无源射频卡技术，协助停车场完成停车场收费的一种系统。
",https://baike.baidu.com/item/%E6%99%BA%E8%83%BD%E5%81%9C%E8%BD%A6%E7%B3%BB%E7%BB%9F
智能控制器,"
《智能控制器》适用于控制遥控飞机和车子，包含手动操作控制模式和重力感应控制模式。
[1] 

",https://baike.baidu.com/item/%E6%99%BA%E8%83%BD%E6%8E%A7%E5%88%B6%E5%99%A8
花生酱,"
花生酱，是花生油提取前的产物。花生酱的色泽为黄褐色，质地细腻，味美，具有花生固有的浓郁香气，不发霉，不生虫。一般用作拌面条、馒头、面包或凉拌菜等的调味品，也是作甜饼、甜包子等馅心配料。花生酱以优质花生米等为原料加工制成，成品为硬韧的泥状，有浓郁炒花生香味。优质花生酱一般为浅米黄色，品质细腻，香气浓郁，无杂质。一般人群均可食用，脾弱便溏者、高脂血症患者、跌打瘀肿者、胆囊切除者不宜吃。花生酱分为甜、咸两种，是颇具营养价值的佐餐食品，在西餐中的应用比较广泛。
",https://baike.baidu.com/item/%E8%8A%B1%E7%94%9F%E9%85%B1
食品制造,"
《食品制造》是中国食品加工与制造业主流期刊。
",https://baike.baidu.com/item/%E9%A3%9F%E5%93%81%E5%88%B6%E9%80%A0
钙奶饼干,"
《钙奶饼干》是2018年12月19日实施的一项行业标准。
",https://baike.baidu.com/item/%E9%92%99%E5%A5%B6%E9%A5%BC%E5%B9%B2
